Kennziffer;Raumeinheit;Aggregat;Arbeitslosenquote;Arbeitslosenquote;Arbeitslosenquote;Arbeitslosenquote;Arbeitslosenquote;Arbeitslosenquote;Ausländische Arbeitslose;Ausländische Arbeitslose;Ausländische Arbeitslose;Ausländische Arbeitslose;Ausländische Arbeitslose;Ausländische Arbeitslose;Ausländische Arbeitslose;Beschäftigtenquote Ausländer;Beschäftigtenquote Ausländer;Beschäftigtenquote Ausländer;Beschäftigtenquote Ausländer;Beschäftigtenquote Ausländer;Beschäftigtenquote Ausländer;Beschäftigtenquote Ausländer;Bruttoverdienst;Bruttoverdienst;Bruttoverdienst;Bruttoverdienst;Bruttoverdienst;Bruttoverdienst;Haushaltseinkommen;Haushaltseinkommen;Haushaltseinkommen;Haushaltseinkommen;Haushaltseinkommen;Haushaltseinkommen;Kaufkraft;Kaufkraft;Kaufkraft;Kaufkraft;Kaufkraft;Kaufkraft;Bruttoinlandsprodukt je Einwohner;Bruttoinlandsprodukt je Einwohner;Bruttoinlandsprodukt je Einwohner;Bruttoinlandsprodukt je Einwohner;Bruttoinlandsprodukt je Einwohner;Bruttoinlandsprodukt je Einwohner
;;;2016Arbeitslosenquote;2017Arbeitslosenquote;2018Arbeitslosenquote;2019Arbeitslosenquote;2020Arbeitslosenquote;2021Arbeitslosenquote;2016Ausländische Arbeitslose;2017Ausländische Arbeitslose;2018Ausländische Arbeitslose;2019Ausländische Arbeitslose;2020Ausländische Arbeitslose;2021Ausländische Arbeitslose;2022Ausländische Arbeitslose;2016Beschäftigtenquote Ausländer;2017Beschäftigtenquote Ausländer;2018Beschäftigtenquote Ausländer;2019Beschäftigtenquote Ausländer;2020Beschäftigtenquote Ausländer;2021Beschäftigtenquote Ausländer;2022Beschäftigtenquote Ausländer;2016Bruttoverdienst;2017Bruttoverdienst;2018Bruttoverdienst;2019Bruttoverdienst;2020Bruttoverdienst;2021Bruttoverdienst;2016Haushaltseinkommen;2017Haushaltseinkommen;2018Haushaltseinkommen;2019Haushaltseinkommen;2020Haushaltseinkommen;2021Haushaltseinkommen;2016Kaufkraft;2017Kaufkraft;2018Kaufkraft;2019Kaufkraft;2020Kaufkraft;2021Kaufkraft;2016Bruttoinlandsprodukt je Einwohner;2017Bruttoinlandsprodukt je Einwohner;2018Bruttoinlandsprodukt je Einwohner;2019Bruttoinlandsprodukt je Einwohner;2020Bruttoinlandsprodukt je Einwohner;2021Bruttoinlandsprodukt je Einwohner
07141;Rhein-Lahn-Kreis;Kreise;3,81;3,53;3,24;2,78;3,7;3,28;17,55;21,19;22,47;23,4;25,04;25,65;31,43;38,69;40,43;44,55;46,5;47,52;50,5;48,73;2.415,47;2.479,47;2.536,81;2.610,98;2.730,47;2.839,66;1.765,97;1.798,70;1.862,48;1.892,32;1.931,99;1.964,89;22.970,51;23.456,43;23.625,20;23.253,29;24.342,19;25.284,16;24,55;25,68;26,59;27,85;28,85;30,57
07143;Westerwaldkreis;Kreise;3,61;3,32;2,89;2,75;3,57;3,1;18,48;21,25;22,14;22,18;22,93;22,38;27,89;41,76;45,37;49,41;53,3;53,12;55,18;54,05;2.379,99;2.451,16;2.520,84;2.574,45;2.576,60;2.696,07;2.028,67;1.975,30;2.061,59;2.048,50;2.073,50;2.099,71;23.007,70;23.749,47;23.890,20;23.564,14;24.671,60;25.864,36;31,32;32,68;33,62;35,11;35,36;37,26
07211;Trier, kreisfreie Stadt;Kreise;5,68;5,11;4,47;4,91;6,48;6,03;19,64;22,92;25,46;28,19;29,03;29,13;32,48;26,81;28,84;30,25;33,25;34,48;36,4;35,57;2.528,03;2.597,73;2.687,03;2.769,51;2.831,57;2.902,44;1.641,65;1.693,31;1.756,50;1.788,28;1.857,71;1.913,14;20.170,62;20.747,57;20.640,33;20.283,71;21.208,14;22.043,83;42,97;43,27;43,96;44,27;44,15;44,7
07231;Bernkastel-Wittlich;Kreise;3,7;3,53;3,15;3,01;3,62;3,39;18,62;21,27;19,73;22,01;22,17;22,83;29,93;41,06;44,87;49,39;53,42;55,14;59,65;56,16;2.367,78;2.407,20;2.462,46;2.535,78;2.578,75;2.628,29;1.771,52;1.803,80;1.882,74;1.937,41;1.973,97;2.006,16;22.099,56;22.980,91;23.078,58;22.750,72;23.806,45;24.690,17;31,4;31,15;31,26;32,41;32,94;33,69
07232;Eifelkreis Bitburg-Prüm;Kreise;3,07;2,96;2,57;2,44;3,04;2,83;15,24;22,67;21,92;23,9;24,57;23,58;24,92;22,94;24,92;27,18;29,27;27,59;27,41;26,3;2.429,44;2.489,39;2.572,88;2.633,67;2.695,87;2.799,68;1.735,97;1.768,22;1.829,87;1.879,37;1.900,62;1.950,98;19.724,27;20.453,98;20.574,30;20.320,44;21.194,74;22.129,30;26,29;27,35;28,62;29,9;29,94;30,61
07233;Vulkaneifel;Kreise;4,45;4,26;3,78;3,72;4,11;3,61;14,92;18,99;18,55;18,75;16,31;15,66;21,74;36,12;40,41;45,36;48,29;50,36;48,66;47,77;2.321,16;2.401,89;2.468,13;2.540,80;2.546,97;2.629,77;1.739,71;1.771,63;1.866,49;1.909,68;1.955,08;1.976,36;21.526,71;22.412,46;22.505,06;22.247,93;23.274,87;24.502,18;30,47;31,79;33,18;33,57;32,31;33,89
07235;Trier-Saarburg;Kreise;3,29;3,02;2,65;2,61;3,18;2,96;18,93;19,52;19,21;19,5;20,46;20,33;22,97;23,08;24,09;25,55;27,15;25,9;28,03;26,81;2.106,33;2.199,62;2.263,48;2.318,23;2.323,27;2.349,17;1.820,02;1.859,66;1.944,46;1.989,37;2.027,57;2.092,75;20.859,06;21.631,78;21.699,23;21.402,43;22.348,39;23.303,71;19,32;19,63;20,11;20,78;20,41;21,57
07311;Frankenthal (Pfalz), kreisfreie Stadt;Kreise;7,43;6,97;6,45;6,73;8,15;8,18;29,35;31,23;31,9;33,99;36,77;36,92;38,17;42,87;44,74;45,79;46,04;45,04;48,14;50,23;3.129,92;3.139,77;3.213,01;3.261,84;3.242,77;3.283,26;1.697,42;1.764,57;1.846,08;1.865,28;1.917,91;1.955,15;22.755,84;22.890,54;22.923,85;22.578,48;23.474,05;24.439,92;32,29;31,77;34,08;36,86;36,55;38,65
07312;Kaiserslautern, kreisfreie Stadt;Kreise;9,82;9,35;8,96;8,59;9,45;8,95;22,99;25,93;27,83;29,28;30,24;30;33,85;33,97;35,74;38,46;40,68;40,67;45,07;45,34;2.699,99;2.761,93;2.843,20;2.899,70;2.909,72;3.009,13;1.519,47;1.554,66;1.611,88;1.654,44;1.715,17;1.747,98;21.863,35;22.215,21;22.322,93;22.014,50;22.977,66;23.539,36;47,68;46,7;48,16;49,43;48,11;50,25
07313;Landau in der Pfalz, kreisfreie Stadt;Kreise;5,24;5,26;4,91;4,65;5,91;5,62;24,4;27,23;27,96;28,84;29,87;29,47;31,64;46,15;48,04;50,73;52,67;53,66;55,06;54,52;2.424,07;2.499,55;2.593,64;2.654,12;2.716,22;2.792,99;1.700,61;1.779,85;1.823,62;1.830,39;1.890,46;1.927,92;23.718,41;23.985,72;24.153,16;23.762,01;24.832,82;25.238,59;40,73;41,17;42,28;43,28;43,52;46,15
07314;Ludwigshafen am Rhein, kreisfreie Stadt;Kreise;8,74;8,31;7,81;8,13;9,7;9,49;40,73;42,23;42,58;44,65;46,55;47,06;47,5;46,29;47,52;48,76;51,37;51,9;53,36;53,74;3.840,23;3.892,10;4.058,91;4.163,80;4.079,82;4.071,38;1.574,52;1.611,74;1.646,01;1.650,65;1.711,81;1.733,47;22.344,00;22.828,22;22.748,61;22.433,55;23.408,03;24.121,43;83,24;84,05;79,36;80,15;73,41;76,27
07315;Mainz, kreisfreie Stadt;Kreise;6,49;6,09;5,49;5,29;6,11;5,75;38,79;41,22;41,04;42,41;43,2;43,71;46,11;41,6;43,15;45,47;48,28;49,93;52,16;52,12;2.986,53;3.061,88;3.130,96;3.198,95;3.260,71;3.376,29;1.773,93;1.818,85;1.864,76;1.909,80;1.977,46;2.000,83;24.880,22;25.438,70;25.420,68;25.028,33;26.168,07;26.860,56;54,36;55,35;56,29;57,34;58,1;104,34
07316;Neustadt an der Weinstraße, kreisfreie Stadt;Kreise;5,72;5,63;5,01;5,08;6,23;5,97;22,11;23,57;22,86;26,14;27,5;27,7;31,58;56,23;61,08;65,19;64,54;64,54;67,04;65,77;2.333,26;2.398,17;2.474,04;2.540,18;2.557,67;2.648,99;2.020,58;2.078,94;2.161,43;2.239,25;2.285,71;2.318,52;24.635,59;24.956,48;24.982,28;24.580,46;25.711,93;26.245,57;29,65;30,53;31,32;32,12;31,62;32,79
07317;Pirmasens, kreisfreie Stadt;Kreise;12,71;12,33;11,57;10,74;11,59;11,41;13,13;18,21;18,97;18,03;19,37;21,16;24,3;29,46;31,61;39,14;40,4;42,36;43,72;42,31;2.440,07;2.487,90;2.568,02;2.651,39;2.667,67;2.740,17;1.558,21;1.604,89;1.654,54;1.692,58;1.753,99;1.777,75;21.414,46;21.762,58;21.848,04;21.539,13;22.453,21;23.041,29;36,88;36,82;37,56;38,73;37,43;39,49
07318;Speyer, kreisfreie Stadt;Kreise;6,07;5,67;5,57;5,7;6,58;6,42;28,45;27,84;29,35;28,89;29,29;29,73;30,56;42,29;40,73;46,8;47,31;46,57;49,04;46,08;2.750,46;2.855,26;2.947,29;3.019,93;2.999,92;3.072,36;1.963,75;1.961,06;2.070,18;2.074,22;2.123,85;2.166,16;25.418,21;25.535,46;25.547,91;25.147,10;26.244,85;27.351,71;49,34;50,57;53,04;55,02;50,81;55,61
07319;Worms, kreisfreie Stadt;Kreise;8,12;7,28;6,62;6,58;8,23;8,18;30,26;33,74;35,24;35,35;38,77;38,93;41,4;48,59;50,48;52,46;55,21;53,9;56,08;57,45;2.513,48;2.588,53;2.661,10;2.711,82;2.770,25;2.872,85;1.665,57;1.683,50;1.776,86;1.854,37;1.909,32;1.932,48;22.118,90;22.645,74;22.731,51;22.352,62;23.322,11;24.176,26;35,14;37,23;38,24;40,5;38,93;41,32
07320;Zweibrücken, kreisfreie Stadt;Kreise;7,13;6,94;5,58;5,88;6,67;6,53;17,21;20,89;20,31;22,95;25,08;26,67;30,68;35,27;38,34;44,87;52,32;53,11;63;62,61;2.782,01;2.871,47;2.871,62;2.979,12;2.815,26;3.069,14;1.609,53;1.669,88;1.701,63;1.745,55;1.812,95;1.843,09;22.449,47;23.061,15;23.052,15;22.733,65;23.673,42;24.028,43;44,22;45,01;49,71;49,24;46,76;52,54
07331;Alzey-Worms;Kreise;4,28;4,02;3,71;3,63;4,41;4,35;21,23;24,32;25,23;24,85;23,71;25,17;29,77;48,98;52,68;56,17;59,52;58,83;62,03;61,4;2.265,72;2.324,79;2.394,08;2.452,08;2.475,03;2.567,28;1.814,50;1.857,67;1.941,33;1.973,83;2.006,80;2.045,57;23.855,15;24.575,63;24.724,42;24.356,12;25.399,92;26.408,38;23,22;23,54;25,02;25,36;24,74;26,42
07332;Bad Dürkheim;Kreise;3,95;3,91;3,57;3,52;4,35;4,28;17,9;20,09;18,93;19,55;19,74;21,09;24,32;47,01;50,09;54,52;58,72;57,76;61,39;59,84;2.235,46;2.284,92;2.329,87;2.399,99;2.382,69;2.440,68;2.074,07;2.122,53;2.217,97;2.255,66;2.299,92;2.345,81;25.117,96;25.861,68;25.961,10;25.566,21;26.674,31;27.856,75;21,28;22,32;22,3;22,51;22,09;23,13
07333;Donnersbergkreis;Kreise;5,2;5,03;4,54;4,65;5,65;5,49;15,5;18,05;17,39;18,1;17,83;18,06;22,29;40,71;44,35;47,55;49,99;50,73;53,98;53;2.538,33;2.587,06;2.674,60;2.697,79;2.692,32;2.717,12;1.706,86;1.754,11;1.829,10;1.876,18;1.923,13;1.965,31;22.319,30;23.163,98;23.252,54;22.911,00;23.882,63;25.070,11;28,11;28,4;28,97;28,98;25,87;27,94
07334;Germersheim;Kreise;4,17;4,11;3,77;3,8;4,5;4,09;24,39;27,97;28,08;28,86;29,09;28,73;30,98;44,73;48,45;52,38;55,41;57,13;59,76;59,82;3.096,83;3.129,89;3.321,01;3.432,88;3.202,46;3.330,78;1.805,07;1.854,78;1.927,62;2.007,38;2.059,78;2.099,73;23.175,39;23.783,56;23.860,90;23.511,53;24.625,83;25.797,31;36,73;37,97;37,23;34,87;33;37,72
07335;Kaiserslautern;Kreise;5,46;5,17;4,72;4,78;5,46;5,21;15,57;19,21;17,75;19,79;19,54;19,87;24,78;35,33;37,35;40,28;43,13;43,62;45,35;44,41;2.197,10;2.275,79;2.330,82;2.395,55;2.390,37;2.505,34;1.699,39;1.744,23;1.807,33;1.842,40;1.889,57;1.913,76;22.238,73;23.011,28;23.052,98;22.699,43;23.709,09;24.933,31;20;20,29;20,72;21,45;21,29;22,8
07336;Kusel;Kreise;4,57;4,54;4,4;4,21;4,75;4,57;10,19;13,64;12,15;13,69;12;11,52;13,52;26,61;29,64;34,57;35,02;36,39;40,63;33,83;2.159,45;2.223,46;2.266,35;2.334,25;2.368,51;2.435,59;1.636,12;1.693,54;1.744,30;1.836,67;1.894,95;1.939,95;21.617,43;22.392,21;22.498,53;22.267,97;23.186,65;24.455,58;16,76;17,33;17,73;18,28;18,38;19,42
07337;Südliche Weinstraße;Kreise;4,09;4,08;3,73;3,54;4,36;4,23;18,87;22,69;21,82;23,7;23,79;23,81;27,56;47,64;53,32;57,27;60,02;57,19;60,84;56,97;2.486,81;2.493,32;2.601,79;2.617,09;2.634,52;2.723,89;1.893,76;1.949,16;2.026,74;2.080,00;2.120,11;2.152,60;23.857,56;24.590,95;24.738,32;24.416,51;25.468,17;26.673,83;25,73;26,43;27,16;28,07;27,49;28,76
07338;Rhein-Pfalz-Kreis;Kreise;3,49;3,51;3,3;3,44;4,21;4,23;24,05;24,65;25,5;26,24;27,01;25,77;28,38;51,39;53,06;56,13;61,89;61,62;63,78;64,07;2.244,46;2.283,99;2.346,43;2.395,46;2.419,45;2.515,38;2.077,84;2.125,97;2.214,77;2.264,73;2.318,59;2.367,55;25.289,46;25.632,75;25.682,59;25.333,98;26.395,12;27.337,25;18,98;18,96;19,93;20,28;19,75;20,64
07339;Mainz-Bingen;Kreise;3,84;3,64;3,39;3,4;4,18;3,98;22,35;26,46;26,69;29,6;29,5;29,94;34,69;45,45;48,05;50,45;53,06;54,04;56,57;56,08;2.958,77;2.964,37;3.008,54;3.078,15;3.170,46;3.255,85;2.062,37;2.056,04;2.185,11;2.178,34;2.226,41;2.265,37;27.711,44;28.148,73;28.258,11;27.787,58;29.028,48;29.899,54;34,93;34,83;35,76;37,61;39,13;41,77
07340;Südwestpfalz;Kreise;4,45;4,46;3,87;3,67;4,14;3,96;10,51;15,35;13,23;11,98;11,77;11,21;12,13;36,24;39,3;44,85;47,64;45,78;51,28;48,75;2.064,69;2.116,52;2.190,41;2.238,16;2.243,04;2.309,56;1.813,26;1.862,87;1.947,84;1.986,64;2.030,10;2.072,75;22.459,09;23.227,44;23.330,29;23.030,90;24.037,42;25.348,57;15,5;15,78;16,3;16,63;16,78;17,56
08111;Stuttgart, Stadtkreis;Kreise;5,3;4,67;4,21;4,06;5,33;5,07;43,03;43,98;43,52;44,35;45,03;45,2;48,76;46,65;48,36;50,9;52,83;53,08;54,08;53,48;3.994,83;4.124,52;4.221,01;4.201,45;4.088,09;4.195,00;2.058,60;2.130,80;2.190,92;2.175,22;2.190,39;2.247,88;26.756,38;27.314,34;27.277,42;26.736,65;27.909,90;28.672,82;83,43;86,76;91,7;87,99;84,31;87,79
08115;Böblingen;Kreise;3,19;3,05;2,77;2,79;3,7;3,58;36,86;40,93;40,84;42,36;42,52;40,78;44,71;52,16;53,08;55,92;58,13;58,81;60,5;58,95;3.958,23;4.075,12;4.062,95;4.178,65;4.046,09;4.177,15;2.027,92;2.078,98;2.163,72;2.212,91;2.222,44;2.277,31;26.562,69;26.954,95;26.954,94;26.439,59;27.621,85;28.443,48;63,06;65,85;66,64;62,38;60,9;67,32
08116;Esslingen;Kreise;3,54;3,42;3,13;3,18;4,08;3,94;38,54;39,92;40,28;41,36;42,02;41,76;44,27;51,25;52,73;55,53;57,56;58,1;59,6;58,12;3.238,97;3.321,12;3.419,41;3.494,66;3.416,07;3.539,98;2.028,86;2.101,73;2.175,60;2.195,29;2.207,73;2.259,33;26.415,24;26.738,86;26.727,45;26.206,30;27.426,88;28.165,10;39,98;42,38;43,13;42,97;41,16;44,88
08117;Göppingen;Kreise;3,97;3,73;3,4;3,54;4,77;4,42;32,54;34,56;35,25;37,13;37,76;36,36;39,71;50,13;50,16;52,96;54,26;53,61;55,87;55,05;2.896,16;2.992,84;3.082,51;3.145,62;3.045,56;3.147,25;1.918,84;1.975,99;2.034,50;2.101,43;2.106,66;2.148,75;23.980,40;24.719,45;24.754,07;24.297,03;25.430,07;26.395,84;32,58;33,33;33,69;33,6;31,79;33,45
08118;Ludwigsburg;Kreise;3,47;3,33;2,96;2,83;3,55;3,36;36,12;39,91;39,82;40,06;40,26;39,52;42,69;53,97;54,59;58,07;59,74;60,21;61,91;59,79;3.321,33;3.388,89;3.515,30;3.647,25;3.518,00;3.642,89;2.077,89;2.128,76;2.220,75;2.240,46;2.248,08;2.300,89;26.330,18;26.796,40;26.915,59;26.400,60;27.575,72;28.631,74;43,92;45,98;46,99;45,91;45,66;45,7
08119;Rems-Murr-Kreis;Kreise;3,61;3,36;2,99;3,09;4,28;4,14;36,02;38,24;37,98;39,67;39,5;39,68;41,87;52,4;54,06;56,93;58,85;58,71;60,39;59,33;2.841,60;2.926,95;3.033,65;3.106,79;3.055,08;3.152,08;2.029,10;2.067,03;2.152,72;2.172,28;2.177,05;2.223,68;25.812,02;26.241,70;26.251,51;25.728,70;26.877,22;27.849,04;33,07;34,47;35,72;36,49;35,84;37,72
08121;Heilbronn, Stadtkreis;Kreise;5,73;5,21;4,91;4,72;6,03;5,62;42,6;43,61;44,78;45,08;46,88;47,45;49,57;50,32;51,92;55,36;57,84;57,94;60,54;59,22;2.866,38;2.950,13;3.132,69;3.221,38;3.228,11;3.352,96;3.028,40;3.437,97;2.278,43;2.447,02;2.418,39;2.471,60;27.888,09;28.952,65;29.341,03;28.796,64;30.166,77;30.824,63;51,89;53,29;56,3;58,82;55,84;60,49
08125;Heilbronn;Kreise;3,45;3,21;2,97;2,83;3,7;3,41;30,55;31,08;31,97;33,56;34,92;33,91;37,14;51,76;53,47;56,56;59,13;58,79;60,73;59,45;3.411,04;3.476,11;3.527,80;3.613,37;3.548,45;3.706,99;1.981,93;2.048,84;2.132,80;2.146,44;2.139,23;2.182,02;24.742,06;25.563,07;25.722,61;25.272,36;26.447,46;27.678,89;50,62;53,86;57,49;60,03;57,07;60,8
08126;Hohenlohekreis;Kreise;3,03;2,62;2,32;2,36;3,16;3;22,61;23,52;21,88;24,26;26,59;23,35;29,82;52,77;55,87;61,84;65,62;65,62;66,39;63,79;3.135,01;3.234,85;3.331,14;3.417,68;3.398,07;3.552,71;1.947,38;2.029,07;2.088,06;2.131,83;2.132,78;2.172,81;24.223,93;24.801,77;24.864,72;24.443,70;25.525,12;26.564,37;46,42;48,29;50,34;52,57;51,89;55,08
08127;Schwäbisch Hall;Kreise;3,41;3,09;2,77;2,71;3,35;3,23;20,92;20,84;22,41;23,81;26;26,33;32,29;51,75;54,9;58,35;61,87;61,4;63,45;60,63;2.773,21;2.852,60;2.928,35;2.999,38;2.987,40;3.104,18;1.874,08;1.947,59;2.005,60;2.053,02;2.044,84;2.073,94;23.292,71;24.291,85;24.378,95;23.968,94;25.042,40;26.207,27;39,03;40,57;45,5;46,73;46,26;47,89
08128;Main-Tauber-Kreis;Kreise;3,25;2,95;2,64;2,58;3,51;3,2;20,28;22,64;23,79;25,96;27,2;24,92;27,18;44,47;50,42;56,53;60,75;59,89;62,71;60,45;2.635,71;2.723,47;2.842,39;2.926,52;2.902,83;3.027,26;1.843,68;1.893,43;1.973,73;2.018,51;2.020,69;2.059,65;23.223,46;24.007,71;24.095,10;23.643,87;24.775,03;25.954,14;35,73;38,42;39,61;40,93;39,85;41,18
08135;Heidenheim;Kreise;5,35;4,66;3,78;3,8;4,89;4,4;28,66;29,79;28,29;30,15;32,81;31,49;33,74;50,08;51,68;54,98;58,67;58,51;60,51;60,28;3.053,51;3.090,25;3.184,24;3.237,57;3.206,85;3.310,82;1.817,75;1.872,53;1.930,52;1.988,15;1.997,81;2.038,56;23.364,68;23.923,80;23.962,68;23.487,94;24.621,57;25.656,12;34,86;36,72;37,02;37,97;37,66;39,12
08136;Ostalbkreis;Kreise;3,49;3,05;2,71;2,82;3,66;3,39;23,66;25,47;26,73;27,22;28,1;27,23;30,72;46,71;48,54;51,43;54,72;54,22;56,19;53,14;3.032,17;3.121,68;3.232,92;3.321,57;3.279,51;3.417,37;1.947,99;1.999,93;2.087,06;2.138,86;2.138,17;2.177,39;23.871,48;24.855,73;24.901,79;24.466,79;25.615,22;26.704,73;40,66;43,48;44,94;45,97;44,87;47,51
08211;Baden-Baden, Stadtkreis;Kreise;5,57;5,12;4,75;4,32;5,59;5,49;34;35,82;38,64;36,48;39,48;40,01;48,1;42,32;44,88;50,13;54,24;52,88;53,81;51,29;2.859,77;2.935,69;3.039,85;3.156,22;3.109,41;3.254,41;2.542,31;2.378,52;2.666,48;2.608,17;2.589,63;2.644,86;28.778,53;28.883,43;29.001,05;28.404,65;29.648,51;30.063,25;52,22;53,22;55,02;57,34;53,49;55,12
08212;Karlsruhe, Stadtkreis;Kreise;5,06;4,52;4,12;3,9;4,93;4,76;28,52;28,5;29,09;29,57;30,91;30,63;32,94;39,82;41,74;44,11;47,89;49,85;51,39;51,48;3.283,27;3.373,79;3.464,04;3.583,98;3.622,81;3.772,55;1.815,17;1.837,54;1.920,87;1.924,25;1.948,88;1.992,22;24.382,84;25.145,36;25.109,06;24.594,73;25.674,89;26.390,95;61,98;64,26;66,82;68,28;67,88;72,24
08215;Karlsruhe;Kreise;3,21;3,1;2,82;2,78;3,61;3,35;25,22;28,6;29,99;30,4;31,3;31,01;35,69;49,72;52,53;56,4;58,58;59,19;60,97;59,9;2.885,46;2.952,30;3.006,62;3.097,97;3.085,40;3.200,64;1.919,78;1.984,37;2.061,50;2.083,23;2.087,03;2.129,94;24.936,02;25.516,03;25.550,54;25.051,21;26.231,19;27.095,66;35,4;36,63;38,03;39,29;36,88;38,43
08216;Rastatt;Kreise;3,4;2,96;2,77;2,86;3,79;3,66;26,15;26,76;29,49;30,93;32,85;32,37;38,25;48,93;51,62;55,24;58,72;58,61;59,3;57,57;3.191,70;3.262,10;3.280,17;3.424,10;3.236,81;3.336,34;1.870,57;1.929,88;1.994,89;2.053,31;2.060,06;2.109,71;24.018,36;24.696,84;24.630,64;24.164,13;25.214,85;26.395,85;41,52;43,22;44,17;42,89;39,18;43,55
08221;Heidelberg, Stadtkreis;Kreise;4,68;4,36;3,97;4,04;5,04;4,98;29;30,55;31,38;31,57;31,7;32,08;36,1;29,62;32,37;35,88;38,43;44,72;46,86;45,46;3.089,33;3.161,53;3.262,67;3.369,21;3.422,99;3.553,95;1.862,71;1.923,81;1.997,68;1.989,74;2.016,29;2.049,00;24.567,83;25.627,62;25.760,76;25.246,45;26.274,06;27.020,37;52,71;55,55;56,97;58,73;57,64;58,73
08222;Mannheim, Stadtkreis;Kreise;5,7;5,41;4,9;5,33;7,15;7,22;38,33;38,99;39;40,6;42,25;43,4;47,06;44,01;46,15;50,18;52,41;52,68;53,54;53,21;3.352,96;3.492,82;3.519,70;3.623,85;3.595,16;3.749,49;1.755,23;1.792,05;1.861,00;1.870,11;1.887,13;1.909,91;22.210,64;22.702,21;22.590,47;22.133,28;23.043,26;23.760,06;63,14;65,92;68,17;68,11;65,04;68,92
08225;Neckar-Odenwald-Kreis;Kreise;3,75;3,59;3,17;3,05;3,8;3,59;20,05;22,07;21,97;22,8;24,34;23,48;25,24;44,82;47,84;51,98;57,39;54,95;57,21;55,2;2.547,35;2.601,37;2.663,11;2.750,25;2.717,59;2.813,42;1.782,61;1.831,34;1.895,90;1.944,66;1.953,73;1.997,46;22.586,75;23.445,72;23.606,65;23.174,09;24.201,48;25.341,55;30,07;31,41;30,89;31,82;31,28;32,86
08226;Rhein-Neckar-Kreis;Kreise;4,26;3,99;3,69;3,48;4,28;4,2;26,5;30,26;31,01;32,27;32,37;33,13;35,68;46,49;49,07;52,55;55,17;56,87;57,85;56,2;2.967,61;3.046,52;3.180,68;3.324,27;3.309,27;3.447,03;1.992,20;2.036,22;2.133,44;2.180,57;2.191,71;2.240,80;24.957,92;25.691,63;25.753,12;25.243,25;26.291,59;27.473,11;32,67;33,97;34,86;38,21;37,13;39,09
08231;Pforzheim, Stadtkreis;Kreise;7,2;6,25;5,68;5,56;7,25;6,95;43,06;45,61;48,21;48,37;48,05;48,02;50,73;46,77;50,06;53,62;55,63;58,3;60,83;56,78;2.696,70;2.771,55;2.872,46;2.972,49;2.942,99;3.047,68;1.788,95;1.866,13;1.943,62;1.943,32;1.949,26;1.988,37;23.790,14;24.366,82;24.340,81;23.864,68;24.902,23;25.590,85;39,6;40,09;40,64;41,44;42,81;45,17
08235;Calw;Kreise;3,61;3,26;2,81;2,86;3,69;3,7;27,39;29,51;29,28;31,15;31,17;31,06;36,06;51,03;53,87;57,85;59,42;59,67;61,63;60,84;2.656,54;2.717,09;2.782,35;2.884,01;2.876,33;2.972,24;1.936,93;1.954,92;2.038,84;2.087,75;2.087,36;2.129,25;23.931,40;24.709,34;24.733,63;24.255,53;25.276,71;26.391,23;27,43;28,51;28,98;29,8;28,94;30,64
08236;Enzkreis;Kreise;2,77;2,65;2,29;2,32;3,33;3,24;27,42;32,89;33,33;34,21;33,53;32,72;36,27;50,92;52,76;55,57;58,28;58,4;60,23;58,43;2.840,82;2.918,85;2.980,58;3.047,27;2.944,66;3.081,19;2.052,65;2.126,43;2.192,46;2.218,59;2.224,31;2.268,30;25.566,22;26.077,06;26.110,74;25.583,64;26.708,22;27.775,74;28,87;29,75;30,82;31,42;30,09;31,51
08237;Freudenstadt;Kreise;3,36;3,08;2,75;2,75;3,81;3,49;22,6;25,12;23,39;23,55;27,36;24,89;32,36;50,65;52,73;57,85;60,87;59,66;61,48;60,35;2.778,21;2.878,07;3.000,19;3.094,96;2.968,08;3.075,41;1.977,08;2.026,23;2.134,36;2.145,00;2.145,12;2.176,45;23.938,12;24.828,13;24.834,57;24.336,02;25.456,47;26.823,38;37,03;38,66;39,85;41,14;39,21;42,34
08311;Freiburg im Breisgau, Stadtkreis;Kreise;5,85;5,3;4,92;4,89;5,68;5,45;29,56;30,64;29,94;30,47;31,51;31,75;35,16;38,94;40,41;44,21;47,21;49,25;51,53;51,02;2.788,08;2.856,69;2.939,53;3.055,54;3.091,90;3.191,88;1.763,74;1.815,86;1.887,64;1.883,87;1.885,28;1.914,11;22.107,32;22.823,45;22.845,46;22.442,53;23.441,46;24.226,76;48,46;50,04;52,14;55,34;55,45;59,14
08315;Breisgau-Hochschwarzwald;Kreise;3,23;3,01;2,78;2,7;3,35;3,11;22,22;24,99;26,6;27,79;28,83;28,24;33,39;48,97;50,16;55,04;57,41;57,46;59,42;57,78;2.515,16;2.583,15;2.670,85;2.764,13;2.723,33;2.823,62;1.966,24;2.023,71;2.096,53;2.140,78;2.134,02;2.173,01;24.350,09;25.066,79;25.156,20;24.715,48;25.877,78;26.840,24;28,59;29,02;29,79;31,12;30,38;31,91
